student_email,course_id,sec_no,exam_no,grades
dk9439@nittany.edu,CMPSC221,2,1,83
dk9439@nittany.edu,CMPEN441,1,1,67
dk9439@nittany.edu,PHYS211,2,1,72
dl2872@nittany.edu,MATH230,2,1,70
dl2872@nittany.edu,ECON101,2,1,82
dl4708@nittany.edu,IST110,1,1,85
dl4708@nittany.edu,CMPSC131,2,1,66
dl4708@nittany.edu,MATH141,2,1,92
dl6390@nittany.edu,EE210,1,1,88
dl6390@nittany.edu,CMPEN411,1,1,67
dl6390@nittany.edu,STAT415,1,1,81
dl7100@nittany.edu,CHEM110,1,1,82
dl7100@nittany.edu,STAT318,2,1,97
dl7664@nittany.edu,CMPEN270,1,1,95
dl7664@nittany.edu,CMPSC448,1,1,93
dl7664@nittany.edu,IST110,1,1,99
dl8726@nittany.edu,EE320,2,1,98
dl8726@nittany.edu,IST128,2,1,60
dl8726@nittany.edu,CSE543,1,1,95
dm4287@nittany.edu,CMPSC465,2,1,63
dm4287@nittany.edu,PHYS212,1,1,82
dm4287@nittany.edu,CMPSC360,2,1,74
dm6239@nittany.edu,CMPEN362,2,1,64
dm6239@nittany.edu,EE352,1,1,72
dm6239@nittany.edu,EE210,2,1,62
dm6277@nittany.edu,CMPEN270,1,1,76
dm6277@nittany.edu,EE330,2,1,65
dm6277@nittany.edu,IST110,1,1,68
dm9701@nittany.edu,CHEM112,2,1,89
dm9701@nittany.edu,CMPEN362,2,1,69
dm9701@nittany.edu,EE320,2,1,70
do2791@nittany.edu,CMPSC360,1,1,60
do2791@nittany.edu,CSE583,2,1,77
do2791@nittany.edu,EE212,2,1,81
do7088@nittany.edu,CMPSC431W,2,1,98
do7088@nittany.edu,CMPEN362,1,1,89
do7088@nittany.edu,CMPSC475,2,1,67
do8320@nittany.edu,MATH141,2,1,65
do8320@nittany.edu,EE353,2,1,75
do8320@nittany.edu,CMPSC465,2,1,79
do9924@nittany.edu,CMPEN351,2,1,100
do9924@nittany.edu,CMPEN331,1,1,99
do9924@nittany.edu,EE320,1,1,77
dp4783@nittany.edu,ECON102,1,1,75
dp4783@nittany.edu,CMPEN351,2,1,62
dp4783@nittany.edu,CHEM110,1,1,79
dr3255@nittany.edu,CMPSC431W,2,1,90
dr3255@nittany.edu,EE352,1,1,90
dr3255@nittany.edu,CMPSC448,1,1,64
dr5383@nittany.edu,MATH140,2,1,62
dr5383@nittany.edu,EE211,2,1,63
dr5383@nittany.edu,CMPEN441,2,1,75
dr6246@nittany.edu,EE210,2,1,98
dr6246@nittany.edu,PHYS212,1,1,83
dr6246@nittany.edu,ECON201,2,1,66
dr7544@nittany.edu,CMPSC132,1,1,66
dr7544@nittany.edu,CMPSC465,1,1,85
dr7544@nittany.edu,PHYS214,1,1,95
dr8416@nittany.edu,CMPSC132,1,1,97
dr8416@nittany.edu,IST110,2,1,65
dr8416@nittany.edu,EE210,2,1,68
dr9676@nittany.edu,MATH141,1,1,84
dr9676@nittany.edu,CMPEN331,2,1,92
dr9676@nittany.edu,MATH230,2,1,85
ds2123@nittany.edu,EE212,1,1,82
ds2123@nittany.edu,CMPSC448,1,1,99
ds2123@nittany.edu,EE330,1,1,87
ds2211@nittany.edu,ECON201,2,1,95
ds2211@nittany.edu,STAT319,2,1,83
ds2211@nittany.edu,PHYS214,2,1,66
ds2224@nittany.edu,CMPSC461,2,1,71
ds2224@nittany.edu,EE211,1,1,100
ds2224@nittany.edu,PHYS212,2,1,89
ds2879@nittany.edu,CMPEN351,1,1,94
ds2879@nittany.edu,ECON102,2,1,76
ds2879@nittany.edu,CMPSC461,2,1,90
ds4127@nittany.edu,MATH230,2,1,80
ds4127@nittany.edu,CSE543,1,1,76
ds4127@nittany.edu,CMPEN441,2,1,68
ds5937@nittany.edu,CMPEN441,2,1,100
ds5937@nittany.edu,DS220,2,1,74
ds5937@nittany.edu,STAT319,2,1,98
ds7254@nittany.edu,STAT318,1,1,62
ds7254@nittany.edu,ECON102,2,1,61
ds7254@nittany.edu,EE353,1,1,78
ds7549@nittany.edu,PHYS214,2,1,95
ds7549@nittany.edu,CHEM112,1,1,63
ds7549@nittany.edu,CMPSC132,1,1,72
ds8193@nittany.edu,ECON101,2,1,81
ds8193@nittany.edu,STAT415,2,1,100
dt1653@nittany.edu,CMPSC360,1,1,93
dt1653@nittany.edu,EE353,2,1,90
dt1653@nittany.edu,CMPEN351,2,1,86
dt1755@nittany.edu,CMPSC221,1,1,71
dt1755@nittany.edu,CSE543,1,1,62
dt1755@nittany.edu,CMPSC461,1,1,100
du5385@nittany.edu,EE330,1,1,91
du5385@nittany.edu,CMPSC448,1,1,78
du5385@nittany.edu,CMPSC461,1,1,74
dw2632@nittany.edu,CHEM110,2,1,71
dw2632@nittany.edu,ECON101,2,1,60
dw2632@nittany.edu,CMPSC221,1,1,79
dw5475@nittany.edu,EE212,2,1,95
dw8054@nittany.edu,CMPEN331,2,1,86
dw8054@nittany.edu,CSE543,1,1,72
dw8693@nittany.edu,EE353,2,1,61
dw8693@nittany.edu,MATH140,1,1,65
dz1220@nittany.edu,EE210,1,1,60
dz1220@nittany.edu,STAT319,2,1,79
dz1220@nittany.edu,MATH140,1,1,73
ea7463@nittany.edu,EE320,2,1,77
ea7463@nittany.edu,ECON101,2,1,100
eb2377@nittany.edu,EE212,1,1,64
eb2377@nittany.edu,CMPEN431,1,1,97
eb2377@nittany.edu,CHEM111,2,1,86
eb3303@nittany.edu,CMPSC465,2,1,89
eb3303@nittany.edu,EE211,2,1,70
eb3303@nittany.edu,PHYS214,2,1,93
eb5700@nittany.edu,CMPSC311,1,1,87
eb5700@nittany.edu,CMPSC360,1,1,76
eb5700@nittany.edu,MATH141,1,1,61
eb7897@nittany.edu,STAT319,2,1,61
eb7897@nittany.edu,CSE543,2,1,80
eb7897@nittany.edu,CMPSC465,1,1,66
eb9389@nittany.edu,EE352,2,1,62
eb9389@nittany.edu,CMPSC448,2,1,75
eb9389@nittany.edu,EE211,1,1,93
eb9702@nittany.edu,EE212,1,1,98
eb9702@nittany.edu,EE311,2,1,100
eb9702@nittany.edu,STAT415,2,1,69
ed1041@nittany.edu,EE311,1,1,88
ed1041@nittany.edu,MATH231,2,1,60
ed7159@nittany.edu,DS220,2,1,98
ed7159@nittany.edu,ECON101,1,1,79
ed7159@nittany.edu,CMPEN331,1,1,87
ed8801@nittany.edu,EE353,2,1,65
ed8801@nittany.edu,EE330,2,1,95
ed8801@nittany.edu,CSE583,1,1,73
ee6932@nittany.edu,MATH230,2,1,66
ee6932@nittany.edu,CMPEN351,1,1,87
ee6932@nittany.edu,IST128,2,1,77
ef2211@nittany.edu,EE320,2,1,72
ef2211@nittany.edu,CMPEN351,1,1,70
eg5689@nittany.edu,STAT319,1,1,91
eg5689@nittany.edu,PHYS212,1,1,87
eg5689@nittany.edu,CMPSC461,1,1,63
eg7228@nittany.edu,ECON101,2,1,73
eg7228@nittany.edu,DS220,1,1,67
eg9777@nittany.edu,ECON201,1,1,82
eg9777@nittany.edu,CSE543,2,1,97
eg9777@nittany.edu,STAT319,2,1,66
eh3135@nittany.edu,MATH141,2,1,95
eh3135@nittany.edu,CMPEN331,2,1,76
eh3966@nittany.edu,STAT415,1,1,85
eh3966@nittany.edu,PHYS213,2,1,64
eh3966@nittany.edu,CMPEN270,1,1,100
eh6509@nittany.edu,ECON201,2,1,95
eh6509@nittany.edu,ECON102,2,1,100
eh6509@nittany.edu,CMPSC461,2,1,70
eh8403@nittany.edu,CMPEN270,2,1,75
eh8403@nittany.edu,CMPSC221,1,1,68
ej3628@nittany.edu,ECON102,1,1,98
ej3628@nittany.edu,EE352,1,1,68
ej3628@nittany.edu,CMPSC131,1,1,90
ej6093@nittany.edu,CMPSC131,1,1,91
ej6093@nittany.edu,MATH141,1,1,99
ej6416@nittany.edu,PHYS214,1,1,88
ej6416@nittany.edu,CMPEN351,2,1,99
ej6416@nittany.edu,CMPSC311,2,1,79
ej7700@nittany.edu,CMPSC311,1,1,71
ej7700@nittany.edu,CMPSC461,2,1,65
ek2555@nittany.edu,CMPSC221,2,1,91
ek2555@nittany.edu,PHYS211,1,1,97
ek2555@nittany.edu,STAT415,2,1,77
ek3642@nittany.edu,CMPEN441,1,1,66
ek3642@nittany.edu,EE210,2,1,73
ek3642@nittany.edu,ECON102,1,1,70
ek4881@nittany.edu,EE210,2,1,89
ek4881@nittany.edu,CHEM112,2,1,97
ek4881@nittany.edu,PHYS214,1,1,80
ek5867@nittany.edu,CSE543,1,1,98
ek5867@nittany.edu,MATH141,2,1,88
ek5867@nittany.edu,EE352,1,1,65
ek7386@nittany.edu,CHEM112,2,1,89
ek7386@nittany.edu,CMPSC465,2,1,71
ek7386@nittany.edu,CMPEN362,2,1,92
el2162@nittany.edu,CMPSC475,1,1,81
el2162@nittany.edu,PHYS214,1,1,63
el2162@nittany.edu,PHYS212,2,1,68
em2859@nittany.edu,PHYS213,1,1,81
em2859@nittany.edu,CMPSC360,2,1,63
em2859@nittany.edu,CMPEN431,1,1,99
em3990@nittany.edu,CMPSC131,2,1,98
em3990@nittany.edu,CHEM112,2,1,97
em6584@nittany.edu,EE330,2,1,61
em6584@nittany.edu,CHEM112,2,1,77
em6584@nittany.edu,EE320,1,1,69
em7352@nittany.edu,CMPEN362,1,1,90
em7352@nittany.edu,STAT318,1,1,70
em7352@nittany.edu,PHYS212,1,1,63
em9445@nittany.edu,CHEM112,1,1,74
em9445@nittany.edu,EE320,1,1,87
em9445@nittany.edu,STAT318,2,1,94
em9510@nittany.edu,PHYS212,1,1,90
em9510@nittany.edu,EE212,1,1,81
em9606@nittany.edu,CMPSC448,1,1,63
em9606@nittany.edu,CSE583,2,1,68
em9606@nittany.edu,MATH140,1,1,92
eo5933@nittany.edu,CHEM110,1,1,77
eo5933@nittany.edu,CMPEN411,2,1,84
eo5933@nittany.edu,STAT318,1,1,87
eo6418@nittany.edu,CMPSC132,1,1,89
eo6418@nittany.edu,EE211,2,1,68
eo6418@nittany.edu,CMPSC431W,1,1,90
eq3640@nittany.edu,IST110,2,1,73
eq3640@nittany.edu,CMPEN331,1,1,76
eq3640@nittany.edu,EE210,2,1,71
er2244@nittany.edu,CMPSC132,2,1,60
er2244@nittany.edu,IST110,1,1,82
er2244@nittany.edu,PHYS211,2,1,100
er2458@nittany.edu,CMPEN362,2,1,100
er2458@nittany.edu,ECON101,2,1,97
er2458@nittany.edu,CSE543,2,1,76
er2818@nittany.edu,EE353,1,1,86
er2818@nittany.edu,CMPEN362,2,1,99
er2818@nittany.edu,STAT319,2,1,91
er5239@nittany.edu,CMPSC311,1,1,60
er5239@nittany.edu,CMPEN362,2,1,77
er5239@nittany.edu,EE211,1,1,62
er6539@nittany.edu,CSE583,2,1,93
er6539@nittany.edu,IST128,2,1,79
er6539@nittany.edu,STAT415,1,1,71
er8341@nittany.edu,EE211,1,1,71
er8341@nittany.edu,MATH231,1,1,86
er9391@nittany.edu,EE352,2,1,66
er9391@nittany.edu,PHYS211,1,1,64
er9391@nittany.edu,CSE543,2,1,62
er9643@nittany.edu,CMPSC221,1,1,81
er9643@nittany.edu,PHYS211,1,1,97
er9643@nittany.edu,CMPSC448,2,1,99
es2273@nittany.edu,ECON201,1,1,62
es2273@nittany.edu,ECON102,2,1,83
es8944@nittany.edu,CMPSC475,1,1,76
es8944@nittany.edu,STAT318,1,1,76
es8944@nittany.edu,STAT319,1,1,72
es9891@nittany.edu,ECON102,1,1,64
es9891@nittany.edu,MATH231,1,1,68
es9891@nittany.edu,ECON201,2,1,69
eu6734@nittany.edu,ECON101,2,1,68
eu6734@nittany.edu,ECON102,2,1,75
eu6734@nittany.edu,CMPEN351,1,1,100
ev8921@nittany.edu,CMPEN441,2,1,64
ev8921@nittany.edu,MATH230,2,1,61
ew2185@nittany.edu,CMPEN270,1,1,68
ew2185@nittany.edu,ECON102,2,1,68
ew2185@nittany.edu,EE311,1,1,98
ew2287@nittany.edu,MATH231,1,1,100
ew2287@nittany.edu,CMPEN351,2,1,99
ew2287@nittany.edu,STAT318,1,1,89
ew3399@nittany.edu,EE320,1,1,92
ew3399@nittany.edu,EE210,2,1,71
ew3399@nittany.edu,MATH230,1,1,82
ew7279@nittany.edu,EE211,2,1,99
ew7279@nittany.edu,MATH230,2,1,70
ew7279@nittany.edu,CHEM111,1,1,74
ew8429@nittany.edu,MATH141,1,1,76
ew8429@nittany.edu,EE320,2,1,89
ew8925@nittany.edu,CMPSC465,1,1,100
ew8925@nittany.edu,STAT318,1,1,63
ew8925@nittany.edu,ECON101,2,1,62
ew9592@nittany.edu,EE211,2,1,60
ew9592@nittany.edu,CHEM111,1,1,68
fa1972@nittany.edu,CMPSC475,1,1,74
fa1972@nittany.edu,STAT415,2,1,75
fa1972@nittany.edu,CHEM111,2,1,86
fb4575@nittany.edu,PHYS213,1,1,100
fb4575@nittany.edu,CSE543,1,1,82
fb4575@nittany.edu,CMPSC431W,1,1,82
fb6120@nittany.edu,CMPEN351,2,1,75
fb6120@nittany.edu,CMPSC131,2,1,95
fb6120@nittany.edu,CMPSC461,1,1,69
fc5125@nittany.edu,ECON101,1,1,75
fc5125@nittany.edu,DS120,2,1,73
fe4839@nittany.edu,CMPEN351,1,1,67
fe4839@nittany.edu,CSE543,1,1,81
fe4839@nittany.edu,ECON201,2,1,90
ff4897@nittany.edu,CMPSC461,2,1,97
ff4897@nittany.edu,PHYS211,1,1,95
ff4897@nittany.edu,ECON101,1,1,72
fg4672@nittany.edu,MATH140,2,1,71
fg4672@nittany.edu,CHEM110,2,1,62
fg4672@nittany.edu,CHEM111,1,1,82
fh5083@nittany.edu,CMPSC311,1,1,98
fh5083@nittany.edu,CMPEN411,1,1,80
fh7189@nittany.edu,CMPSC132,2,1,81
fh7189@nittany.edu,CMPEN441,1,1,87
fh7189@nittany.edu,CMPSC131,1,1,85
fk3783@nittany.edu,EE352,1,1,65
fk3783@nittany.edu,CMPEN270,2,1,96
fk3783@nittany.edu,EE320,2,1,71
fk6517@nittany.edu,EE353,1,1,99
fk6517@nittany.edu,STAT415,1,1,97
fm5590@nittany.edu,CMPSC132,2,1,68
fm5590@nittany.edu,STAT415,2,1,99
fm5811@nittany.edu,EE330,2,1,83
fm5811@nittany.edu,STAT415,2,1,76
fo7818@nittany.edu,MATH231,1,1,91
fo7818@nittany.edu,CHEM111,1,1,87
fo7818@nittany.edu,EE210,2,1,100
fr1588@nittany.edu,EE330,1,1,66
fr1588@nittany.edu,CMPSC360,2,1,86
fr6216@nittany.edu,CSE543,1,1,70
fr6216@nittany.edu,DS120,1,1,100
fr6216@nittany.edu,CMPSC131,2,1,63
fr8166@nittany.edu,ECON102,2,1,95
fr8166@nittany.edu,CHEM110,2,1,68
fs1546@nittany.edu,CMPSC475,2,1,84
fs1546@nittany.edu,PHYS213,2,1,97
fs1546@nittany.edu,CMPEN270,1,1,65
fs3719@nittany.edu,CMPEN431,1,1,81
fs3719@nittany.edu,CMPEN270,1,1,91
fs3719@nittany.edu,CMPEN411,1,1,92
ft1093@nittany.edu,CMPSC465,1,1,88
ft1093@nittany.edu,MATH141,1,1,75
ft1093@nittany.edu,CMPSC448,2,1,85
fw1745@nittany.edu,CMPSC461,2,1,82
fw1745@nittany.edu,CHEM111,1,1,62
fw1745@nittany.edu,MATH231,1,1,68
fw2120@nittany.edu,CMPSC360,2,1,83
fw2120@nittany.edu,EE212,2,1,94
fw9529@nittany.edu,PHYS214,1,1,83
fw9529@nittany.edu,ECON101,2,1,76
fw9529@nittany.edu,CMPSC360,1,1,79
gb6345@nittany.edu,CMPSC360,1,1,67
gb6345@nittany.edu,EE330,2,1,98
gb6345@nittany.edu,CMPSC448,2,1,77
gb8971@nittany.edu,MATH141,1,1,99
gb8971@nittany.edu,CMPSC448,2,1,82
gb9073@nittany.edu,ECON102,2,1,96
gb9073@nittany.edu,MATH230,1,1,86
gb9073@nittany.edu,CMPSC221,1,1,81
gb9628@nittany.edu,CMPEN331,2,1,71
gb9628@nittany.edu,CMPSC465,1,1,68
gb9628@nittany.edu,IST110,1,1,80
gc5107@nittany.edu,CSE583,2,1,92
gc5107@nittany.edu,CMPSC465,2,1,67
gc5107@nittany.edu,PHYS212,2,1,65
gc5114@nittany.edu,CMPSC131,1,1,69
gc5114@nittany.edu,EE311,2,1,71
gc5114@nittany.edu,CMPSC360,1,1,88
gd1891@nittany.edu,CMPSC221,2,1,68
gd1891@nittany.edu,CMPSC475,2,1,61
gd1891@nittany.edu,EE320,2,1,60
gd4593@nittany.edu,CMPSC132,1,1,67
gd4593@nittany.edu,CMPSC221,1,1,79
gd6812@nittany.edu,EE330,2,1,63
gd6812@nittany.edu,EE352,2,1,63
gd6812@nittany.edu,STAT415,1,1,96
gh1031@nittany.edu,MATH140,1,1,94
gh1031@nittany.edu,CMPSC311,2,1,64
gh1031@nittany.edu,CMPSC461,2,1,68
gh1212@nittany.edu,CSE583,2,1,78
gh1212@nittany.edu,CMPSC221,2,1,92
gh1212@nittany.edu,STAT415,2,1,88
gh2561@nittany.edu,CMPSC131,2,1,77
gh2561@nittany.edu,CMPSC221,2,1,100
gh2561@nittany.edu,PHYS213,2,1,68
gh4919@nittany.edu,PHYS212,1,1,86
gh4919@nittany.edu,EE210,2,1,89
gh4919@nittany.edu,PHYS214,1,1,62
gj1336@nittany.edu,EE210,2,1,99
gj1336@nittany.edu,ECON102,1,1,72
gj5319@nittany.edu,EE352,2,1,71
gj5319@nittany.edu,ECON101,2,1,73
gj5319@nittany.edu,CHEM111,1,1,88
gj7421@nittany.edu,PHYS211,2,1,65
gj7421@nittany.edu,CMPEN331,2,1,93
gj7421@nittany.edu,CHEM110,2,1,81
gk3247@nittany.edu,ECON101,1,1,91
gk3247@nittany.edu,CMPSC221,1,1,70
gk9861@nittany.edu,PHYS213,2,1,63
gk9861@nittany.edu,CHEM110,2,1,81
gk9861@nittany.edu,STAT318,1,1,87
gl1181@nittany.edu,PHYS212,2,1,83
gl1181@nittany.edu,MATH141,1,1,91
gl1897@nittany.edu,MATH140,1,1,99
gl1897@nittany.edu,CMPSC221,2,1,97
gl1897@nittany.edu,CMPSC448,2,1,99
gl5131@nittany.edu,EE330,2,1,89
gl5131@nittany.edu,STAT318,2,1,84
gl5131@nittany.edu,CMPEN270,2,1,79
gl5818@nittany.edu,DS220,1,1,71
gl5818@nittany.edu,MATH140,1,1,66
gl5818@nittany.edu,EE210,2,1,85
gp3361@nittany.edu,CSE583,1,1,76
gp3361@nittany.edu,CSE543,2,1,74
gp3361@nittany.edu,CMPSC475,1,1,65
gp4162@nittany.edu,CMPEN411,2,1,75
gp4162@nittany.edu,CMPSC448,1,1,65
gp4162@nittany.edu,EE311,2,1,75
gp6880@nittany.edu,PHYS213,2,1,100
gp6880@nittany.edu,CMPSC448,1,1,79
gp6880@nittany.edu,CMPEN431,2,1,90
gr1809@nittany.edu,CMPSC475,2,1,82
gr1809@nittany.edu,EE353,2,1,87
gr1809@nittany.edu,IST128,2,1,75
gr3326@nittany.edu,EE210,1,1,99
gr3326@nittany.edu,MATH231,1,1,99
gr3326@nittany.edu,CMPEN441,1,1,61
gr4392@nittany.edu,PHYS211,2,1,90
gr4392@nittany.edu,CMPEN441,1,1,62
gr4392@nittany.edu,EE330,1,1,76
gr4591@nittany.edu,CMPSC360,2,1,76
gr4591@nittany.edu,EE311,2,1,90
gr4591@nittany.edu,EE211,1,1,61
gr5445@nittany.edu,CMPSC360,1,1,85
gr5445@nittany.edu,CMPEN441,1,1,99
gs2617@nittany.edu,IST128,2,1,91
gs2617@nittany.edu,CMPSC465,1,1,99
gs3266@nittany.edu,IST110,1,1,68
gs3266@nittany.edu,CMPEN441,1,1,89
gs5261@nittany.edu,DS120,2,1,82
gs5261@nittany.edu,ECON101,1,1,90
gs6695@nittany.edu,MATH230,1,1,79
gs6695@nittany.edu,EE352,1,1,86
gs6695@nittany.edu,MATH140,1,1,97
gt3176@nittany.edu,CMPEN441,1,1,74
gt3176@nittany.edu,IST128,2,1,73
gt3176@nittany.edu,ECON201,2,1,93
gw5806@nittany.edu,EE320,1,1,84
gw5806@nittany.edu,PHYS214,2,1,66
gw5806@nittany.edu,EE352,1,1,89
hb4427@nittany.edu,CMPSC465,2,1,94
hb4427@nittany.edu,CSE583,2,1,87
hb4427@nittany.edu,CMPEN351,2,1,98
hb6400@nittany.edu,CMPSC131,2,1,86
hb6400@nittany.edu,ECON101,1,1,93
hb6400@nittany.edu,EE330,1,1,60
hb7496@nittany.edu,EE311,2,1,81
hb7496@nittany.edu,EE211,2,1,100
hb7496@nittany.edu,MATH140,1,1,92
hc6195@nittany.edu,CMPEN270,2,1,88
hc9512@nittany.edu,CMPEN362,1,1,96
hc9512@nittany.edu,DS120,2,1,91
hc9512@nittany.edu,CMPSC132,2,1,75
hd3109@nittany.edu,EE311,1,1,91
hd3109@nittany.edu,EE330,1,1,80
hd3109@nittany.edu,CMPSC221,2,1,99
hh1524@nittany.edu,DS220,1,1,85
hh1524@nittany.edu,CMPEN270,1,1,100
hh1524@nittany.edu,CMPEN431,1,1,90
hh1856@nittany.edu,STAT319,2,1,92
hh1856@nittany.edu,CSE583,2,1,69
hh1856@nittany.edu,CMPSC311,1,1,87
hh4615@nittany.edu,MATH231,2,1,96
hh4615@nittany.edu,CSE583,1,1,93
hh4615@nittany.edu,PHYS213,2,1,77
hh9927@nittany.edu,PHYS214,2,1,72
hh9927@nittany.edu,EE210,2,1,88
hh9927@nittany.edu,DS220,2,1,87
hk5972@nittany.edu,CMPEN351,1,1,93
hk5972@nittany.edu,PHYS211,2,1,77
hk5972@nittany.edu,CMPEN411,1,1,76
hl4356@nittany.edu,MATH140,2,1,91
hl4356@nittany.edu,CHEM110,2,1,87
hl4356@nittany.edu,CMPSC131,2,1,62
hm5525@nittany.edu,CMPSC360,1,1,74
hm5525@nittany.edu,EE212,1,1,85
hm5525@nittany.edu,CMPSC475,1,1,95
hm8630@nittany.edu,CMPEN441,2,1,62
hm8630@nittany.edu,CMPSC448,2,1,72
hm8630@nittany.edu,ECON101,2,1,98
hm9327@nittany.edu,PHYS214,1,1,100
hm9327@nittany.edu,EE330,1,1,64
hm9327@nittany.edu,CMPEN431,1,1,88
hq7130@nittany.edu,PHYS214,1,1,97
hq7130@nittany.edu,CMPEN431,1,1,94
hq7130@nittany.edu,ECON201,2,1,82
hr2868@nittany.edu,PHYS211,2,1,74
hr2868@nittany.edu,EE330,1,1,74
hr2868@nittany.edu,CMPEN331,1,1,63
hs1177@nittany.edu,CMPEN270,1,1,67
hs1177@nittany.edu,CHEM110,1,1,74
hs1177@nittany.edu,EE211,1,1,61
hs3254@nittany.edu,MATH230,1,1,78
hs3254@nittany.edu,CMPSC461,2,1,88
hs3254@nittany.edu,STAT318,1,1,84
hs3812@nittany.edu,IST110,2,1,95
hs3812@nittany.edu,EE320,2,1,91
hs3812@nittany.edu,CHEM112,2,1,75
hs6780@nittany.edu,CMPEN431,2,1,97
hs6780@nittany.edu,CMPSC448,1,1,70
hs6780@nittany.edu,CSE583,2,1,85
hw8828@nittany.edu,CMPSC431W,2,1,87
hw8828@nittany.edu,DS220,1,1,60
hw8828@nittany.edu,CMPSC461,2,1,60
ib2806@nittany.edu,EE320,1,1,85
ib2806@nittany.edu,STAT318,1,1,75
ib2806@nittany.edu,ECON101,2,1,78
ib8603@nittany.edu,CMPSC461,2,1,84
ib8603@nittany.edu,DS120,2,1,94
ib8603@nittany.edu,CMPEN411,2,1,92
ib9263@nittany.edu,EE210,2,1,78
ib9263@nittany.edu,CSE543,2,1,87
ie2276@nittany.edu,CMPEN431,2,1,77
ie2276@nittany.edu,CMPSC461,1,1,60
ie2276@nittany.edu,PHYS214,2,1,71
ih5431@nittany.edu,CMPSC431W,1,1,97
ih5431@nittany.edu,CMPSC475,1,1,76
ih9335@nittany.edu,CMPEN331,2,1,100
ih9335@nittany.edu,CMPEN362,1,1,73
ih9335@nittany.edu,PHYS213,1,1,83
ik6824@nittany.edu,CSE583,2,1,72
ik6824@nittany.edu,PHYS213,2,1,86
ik6824@nittany.edu,CMPEN351,2,1,69
il3541@nittany.edu,PHYS211,1,1,93
il3541@nittany.edu,EE352,2,1,79
il3541@nittany.edu,CMPEN270,2,1,73
il8896@nittany.edu,EE212,1,1,90
il8896@nittany.edu,ECON101,2,1,81
im1645@nittany.edu,CMPSC475,2,1,72
im1645@nittany.edu,MATH230,2,1,99
in2805@nittany.edu,EE212,2,1,69
in2805@nittany.edu,EE320,2,1,69
in2805@nittany.edu,STAT415,1,1,74
ir2135@nittany.edu,PHYS211,1,1,63
ir2135@nittany.edu,EE311,1,1,98
ir2135@nittany.edu,ECON201,2,1,97
is6689@nittany.edu,EE352,1,1,61
is6689@nittany.edu,STAT415,1,1,96
is6689@nittany.edu,ECON201,1,1,77
iv6531@nittany.edu,CMPEN362,1,1,83
iv6531@nittany.edu,CSE583,2,1,75
iv6531@nittany.edu,CMPSC465,1,1,62
iw4518@nittany.edu,CMPSC431W,2,1,89
iw4518@nittany.edu,EE211,1,1,84
iw4518@nittany.edu,DS220,2,1,89
ja2479@nittany.edu,EE212,2,1,91
ja2479@nittany.edu,IST110,1,1,71
ja2479@nittany.edu,EE352,2,1,61
jb5052@nittany.edu,MATH230,2,1,94
jb5052@nittany.edu,CMPSC360,1,1,99
jb9306@nittany.edu,CHEM112,2,1,82
jb9306@nittany.edu,CMPSC311,1,1,69
jb9306@nittany.edu,EE212,1,1,60
jb9557@nittany.edu,CHEM111,1,1,92
jb9557@nittany.edu,MATH231,1,1,94
jc1462@nittany.edu,CMPSC431W,2,1,83
jc1462@nittany.edu,STAT318,1,1,63
jc1462@nittany.edu,PHYS211,2,1,98
jc2471@nittany.edu,CMPSC221,2,1,74
jc2471@nittany.edu,CMPSC132,2,1,68
jc2471@nittany.edu,EE352,2,1,62
jc4011@nittany.edu,ECON101,1,1,87
jc4011@nittany.edu,CMPEN331,1,1,65
jc4011@nittany.edu,CMPSC132,1,1,71
jc5818@nittany.edu,PHYS211,1,1,68
jc5818@nittany.edu,CMPSC465,2,1,100
jc9373@nittany.edu,PHYS211,1,1,93
jc9373@nittany.edu,CMPEN270,2,1,67
jc9373@nittany.edu,CHEM110,1,1,93
jd3188@nittany.edu,PHYS214,2,1,96
jd3188@nittany.edu,CMPSC431W,1,1,67
jd3188@nittany.edu,PHYS212,1,1,91
jd5592@nittany.edu,CMPSC360,2,1,72
jd5592@nittany.edu,CMPSC448,1,1,79
jd5592@nittany.edu,EE320,2,1,79
jd5932@nittany.edu,CMPSC311,1,1,72
jd5932@nittany.edu,CHEM111,1,1,78
jd5932@nittany.edu,CHEM112,1,1,74
jf5072@nittany.edu,EE311,1,1,82
jf5072@nittany.edu,STAT318,1,1,80
jf9661@nittany.edu,MATH141,2,1,70
jf9661@nittany.edu,EE210,2,1,84
jg1721@nittany.edu,CMPEN411,2,1,64
jg1721@nittany.edu,CMPEN351,1,1,64
jg1721@nittany.edu,STAT319,1,1,60
jg5906@nittany.edu,MATH141,1,1,75
jg5906@nittany.edu,CMPEN431,2,1,97
jg5906@nittany.edu,CMPEN270,1,1,75
jg7835@nittany.edu,MATH141,2,1,100
jg7835@nittany.edu,PHYS212,1,1,67
jh1737@nittany.edu,STAT319,2,1,87
jh1737@nittany.edu,MATH231,1,1,79
jh1737@nittany.edu,DS120,2,1,94
jh1874@nittany.edu,EE210,2,1,77
jh1874@nittany.edu,CSE583,1,1,66
jh1874@nittany.edu,CMPSC448,1,1,72
jh2181@nittany.edu,MATH231,1,1,87
jh2181@nittany.edu,MATH140,2,1,78
jh2885@nittany.edu,EE352,2,1,99
jh2885@nittany.edu,CMPSC131,1,1,88
jh2885@nittany.edu,EE330,2,1,70
jh3004@nittany.edu,CHEM112,1,1,66
